subject,day,session_name,session_label,trial_index_session,moving_accuracy,moving_rt
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,23,0.9,2.851156509970315
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,24,0.9,2.7887363799614833
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,25,0.9,2.8292866699630395
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,26,1.0,2.729722339985892
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,27,1.0,3.0594468199647964
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,28,1.0,3.1246337799588217
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,29,1.0,3.006653199973516
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,30,1.0,2.909659039974213
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,31,1.0,2.798694349988364
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,32,1.0,3.018201840016991
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,33,1.0,2.925205900007859
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,34,1.0,2.947279220004566
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,35,1.0,3.139203139999881
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,36,1.0,3.027694549993612
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,37,1.0,2.5990410200087353
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,38,1.0,2.49406218000222
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,39,1.0,2.5056380700087173
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,40,1.0,2.504510260000825
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,41,1.0,2.4832154999952762
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,42,1.0,2.509213299979456
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,43,1.0,2.4735392399830745
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,44,1.0,2.4807219999842345
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,45,1.0,2.2431477200007066
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,46,1.0,2.2263998300069945
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,47,1.0,2.3213185500120743
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,48,1.0,2.3301943200174717
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,49,1.0,2.3434925300301983
s01,2026-06-02,syllable_top50,S9 Syllable Top 50,50,1.0,2.3375292100477965
s01,2026-06-04,all_consonants,S4 All consonants,1,1.0,0.9468247001059352
s01,2026-06-04,all_consonants,S4 All consonants,2,1.0,1.075324850040488
s01,2026-06-04,all_consonants,S4 All consonants,3,1.0,1.0643823666808505
s01,2026-06-04,all_consonants,S4 All consonants,4,1.0,1.1887509250082076
s01,2026-06-04,all_consonants,S4 All consonants,5,1.0,1.144188700011
s01,2026-06-04,all_consonants,S4 All consonants,6,1.0,1.0851389166588585
s01,2026-06-04,all_consonants,S4 All consonants,7,1.0,1.0638558571226895
s01,2026-06-04,all_consonants,S4 All consonants,8,1.0,1.0787469999922905
s01,2026-06-04,all_consonants,S4 All consonants,9,1.0,1.147175844422438
s01,2026-06-04,all_consonants,S4 All consonants,10,1.0,1.1526266899891198
s01,2026-06-04,all_consonants,S4 All consonants,11,1.0,1.1703978899866343
s01,2026-06-04,all_consonants,S4 All consonants,12,1.0,1.1510357599938288
s01,2026-06-04,all_consonants,S4 All consonants,13,1.0,1.1911247299984098
s01,2026-06-04,all_consonants,S4 All consonants,14,1.0,1.1413875099970028
s01,2026-06-04,all_consonants,S4 All consonants,15,1.0,1.2291509099770337
s01,2026-06-04,all_consonants,S4 All consonants,16,1.0,1.322346659982577
s01,2026-06-04,all_consonants,S4 All consonants,17,1.0,1.3219673099927605
s01,2026-06-04,all_consonants,S4 All consonants,18,1.0,1.292278439970687
s01,2026-06-04,all_consonants,S4 All consonants,19,1.0,1.1998040799750016
s01,2026-06-04,all_consonants,S4 All consonants,20,1.0,1.2631526599638163
s01,2026-06-04,all_consonants,S4 All consonants,21,1.0,1.223062519938685
s01,2026-06-04,all_consonants,S4 All consonants,22,1.0,1.2566949899308384
s01,2026-06-04,all_consonants,S4 All consonants,23,1.0,1.2136694399407133
s01,2026-06-04,all_consonants,S4 All consonants,24,1.0,1.1857812299393118
s01,2026-06-04,all_consonants,S4 All consonants,25,1.0,1.1947822499787435
s01,2026-06-04,all_consonants,S4 All consonants,26,1.0,1.1241276799701154
s01,2026-06-04,all_consonants,S4 All consonants,27,1.0,1.1333771799691021
s01,2026-06-04,all_consonants,S4 All consonants,28,1.0,1.154557629977353
s01,2026-06-04,all_consonants,S4 All consonants,29,1.0,1.1934557999949902
s01,2026-06-04,all_consonants,S4 All consonants,30,1.0,1.085269089997746
s01,2026-06-04,all_consonants,S4 All consonants,31,1.0,1.103477090015076
s01,2026-06-04,all_consonants,S4 All consonants,32,1.0,1.0772138400236144
s01,2026-06-04,all_consonants,S4 All consonants,33,1.0,1.069430460012518
s01,2026-06-04,all_consonants,S4 All consonants,34,1.0,1.0783764800289646
s01,2026-06-04,all_consonants,S4 All consonants,35,1.0,0.9725595599971711
s01,2026-06-04,all_consonants,S4 All consonants,36,1.0,0.9603333099978044
s01,2026-06-04,all_consonants,S4 All consonants,37,1.0,0.999229530012235
s01,2026-06-04,all_consonants,S4 All consonants,38,1.0,0.9883405000204222
s01,2026-06-04,all_vowels,S8 All vowels,1,1.0,1.4224884998984637
s01,2026-06-04,all_vowels,S8 All vowels,2,1.0,1.448697549989447
s01,2026-06-04,all_vowels,S8 All vowels,3,1.0,1.4570737332881738
s01,2026-06-04,all_vowels,S8 All vowels,4,1.0,1.4836891999584623
s01,2026-06-04,all_vowels,S8 All vowels,5,1.0,1.5836894799489527
s01,2026-06-04,all_vowels,S8 All vowels,6,1.0,1.6203563332868118
s01,2026-06-04,all_vowels,S8 All vowels,7,1.0,1.620766471406179
s01,2026-06-04,all_vowels,S8 All vowels,8,1.0,1.6023893374658655
s01,2026-06-04,all_vowels,S8 All vowels,9,1.0,1.5548852221885074
s01,2026-06-04,all_vowels,S8 All vowels,10,1.0,1.550197619968094
s01,2026-06-04,all_vowels,S8 All vowels,11,1.0,1.5378967199707403
s01,2026-06-04,all_vowels,S8 All vowels,12,1.0,1.5528594799572601
s01,2026-06-04,all_vowels,S8 All vowels,13,1.0,1.5169041099725291
s01,2026-06-04,all_vowels,S8 All vowels,14,1.0,1.5078821299830452
s01,2026-06-04,all_vowels,S8 All vowels,15,1.0,1.4839259600033983
s01,2026-06-04,all_vowels,S8 All vowels,16,1.0,1.4539306900231168
s01,2026-06-04,all_vowels,S8 All vowels,17,1.0,1.4032635899959132
s01,2026-06-04,all_vowels,S8 All vowels,18,1.0,1.358309209998697
s01,2026-06-04,all_vowels,S8 All vowels,19,1.0,1.3792269000085071
s01,2026-06-04,all_vowels,S8 All vowels,20,1.0,1.3757371000014245
s01,2026-06-04,all_vowels,S8 All vowels,21,1.0,1.4455424200044946
s01,2026-06-04,all_vowels,S8 All vowels,22,1.0,1.4154926700051875
s01,2026-06-04,all_vowels,S8 All vowels,23,1.0,1.4274663600139321
s01,2026-06-04,all_vowels,S8 All vowels,24,1.0,1.4275645300047473
s01,2026-06-04,all_vowels,S8 All vowels,25,1.0,1.4811734999995678
s01,2026-06-04,all_vowels,S8 All vowels,26,1.0,1.449184009968303
s01,2026-06-04,all_vowels,S8 All vowels,27,1.0,1.4371358199743554
s01,2026-06-04,all_vowels,S8 All vowels,28,1.0,1.487770890002139
s01,2026-06-04,all_vowels,S8 All vowels,29,1.0,1.4847258699825034
s01,2026-06-04,all_vowels,S8 All vowels,30,1.0,1.5478161399718373
s01,2026-06-04,all_vowels,S8 All vowels,31,1.0,1.496000689989887
s01,2026-06-04,all_vowels,S8 All vowels,32,1.0,1.478072359994985
s01,2026-06-04,all_vowels,S8 All vowels,33,1.0,1.5051153199747203
s01,2026-06-04,all_vowels,S8 All vowels,34,1.0,1.45175577995833
s01,2026-06-04,all_vowels,S8 All vowels,35,1.0,1.3775694399606437
s01,2026-06-04,all_vowels,S8 All vowels,36,1.0,1.3465094899758696
s01,2026-06-04,all_vowels,S8 All vowels,37,1.0,1.437535859993659
s01,2026-06-04,all_vowels,S8 All vowels,38,1.0,1.4228770799702033
s01,2026-06-04,basic_consonants,S1 Basic consonants,1,1.0,1.469796400051564
s01,2026-06-04,basic_consonants,S1 Basic consonants,2,1.0,1.2494813499506563
s01,2026-06-04,basic_consonants,S1 Basic consonants,3,1.0,1.0995048666372895
s01,2026-06-04,basic_consonants,S1 Basic consonants,4,1.0,1.1407170000020415
s01,2026-06-04,basic_consonants,S1 Basic consonants,5,1.0,1.0513536999933422
s01,2026-06-04,basic_consonants,S1 Basic consonants,6,1.0,0.9796942666483422
s01,2026-06-04,basic_consonants,S1 Basic consonants,7,1.0,0.9849417714202511
s01,2026-06-04,basic_consonants,S1 Basic consonants,8,1.0,0.9559889374941122
s01,2026-06-04,basic_consonants,S1 Basic consonants,9,1.0,0.9369707444372276
s01,2026-06-04,basic_consonants,S1 Basic consonants,10,1.0,0.9141282999888063
s01,2026-06-04,basic_consonants,S1 Basic consonants,11,1.0,0.8905580000020563
s01,2026-06-04,basic_consonants,S1 Basic consonants,12,1.0,0.8546137400204316
s01,2026-06-04,basic_consonants,S1 Basic consonants,13,1.0,0.8840609300183132
s01,2026-06-04,basic_consonants,S1 Basic consonants,14,1.0,0.8227375900140033
s01,2026-06-04,basic_vowels,S5 Basic vowels,1,1.0,1.2062248999718577
s01,2026-06-04,basic_vowels,S5 Basic vowels,2,1.0,1.085433500004001
s01,2026-06-04,basic_vowels,S5 Basic vowels,3,1.0,1.075474466662854
s01,2026-06-04,basic_vowels,S5 Basic vowels,4,1.0,1.0835593999945559
s01,2026-06-04,basic_vowels,S5 Basic vowels,5,1.0,1.0472737199626863
s01,2026-06-04,basic_vowels,S5 Basic vowels,6,1.0,1.0165472332931433
s01,2026-06-04,basic_vowels,S5 Basic vowels,7,1.0,0.9963407856744847
s01,2026-06-04,basic_vowels,S5 Basic vowels,8,1.0,1.0532740499766078
s01,2026-06-04,basic_vowels,S5 Basic vowels,9,1.0,1.0360024333155404
s01,2026-06-04,basic_vowels,S5 Basic vowels,10,1.0,1.0264908199897036
s01,2026-06-04,basic_vowels,S5 Basic vowels,11,1.0,0.9905646599829196
s01,2026-06-04,basic_vowels,S5 Basic vowels,12,1.0,0.9814161199843511
s01,2026-06-04,complex_vowels,S7 Complex vowels,1,1.0,1.863835999974981
s01,2026-06-04,complex_vowels,S7 Complex vowels,2,1.0,1.8788258000276985
s01,2026-06-04,complex_vowels,S7 Complex vowels,3,1.0,1.7942338667344302
s01,2026-06-04,complex_vowels,S7 Complex vowels,4,1.0,1.9091410750406794
s01,2026-06-04,complex_vowels,S7 Complex vowels,5,1.0,1.9782788000069558
s01,2026-06-04,complex_vowels,S7 Complex vowels,6,1.0,2.0057259500414752
s01,2026-06-04,complex_vowels,S7 Complex vowels,7,1.0,1.9731225143186748
s01,2026-06-04,complex_vowels,S7 Complex vowels,8,1.0,1.9483641125261784
s01,2026-06-04,complex_vowels,S7 Complex vowels,9,1.0,1.9291870888943474
s01,2026-06-04,complex_vowels,S7 Complex vowels,10,1.0,1.895658929995261
s01,2026-06-04,complex_vowels,S7 Complex vowels,11,1.0,1.856645689997822
s01,2026-06-04,complex_vowels,S7 Complex vowels,12,1.0,1.8356636999873444
s01,2026-06-04,complex_vowels,S7 Complex vowels,13,1.0,1.8294503499753774
s01,2026-06-04,complex_vowels,S7 Complex vowels,14,1.0,1.775410689972341
s01,2026-06-04,complex_vowels,S7 Complex vowels,15,1.0,1.7182742799865083
s01,2026-06-04,complex_vowels,S7 Complex vowels,16,1.0,1.6603172399802133
s01,2026-06-04,double_consonants,S3 Double consonants,1,1.0,1.0130119000095874
s01,2026-06-04,double_consonants,S3 Double consonants,2,1.0,0.8976187000516802
s01,2026-06-04,double_consonants,S3 Double consonants,3,1.0,0.9578663000526527
s01,2026-06-04,double_consonants,S3 Double consonants,4,1.0,1.0043129000114277
s01,2026-06-04,double_consonants,S3 Double consonants,5,1.0,0.9589031200390309
s01,2026-06-04,double_consonants,S3 Double consonants,6,1.0,0.9556047167085732
s01,2026-06-04,double_consonants,S3 Double consonants,7,1.0,0.9329103000595101
s01,2026-06-04,double_consonants,S3 Double consonants,8,1.0,0.93186151253758
s01,2026-06-04,double_consonants,S3 Double consonants,9,1.0,0.9153735778139284
s01,2026-06-04,double_consonants,S3 Double consonants,10,1.0,0.9173850800376385
s01,2026-06-04,double_vowels,S6 Double vowels,1,1.0,1.6006634999066591
s01,2026-06-04,double_vowels,S6 Double vowels,2,1.0,1.5034342999570072
s01,2026-06-04,double_vowels,S6 Double vowels,3,1.0,1.4249422999564558
s01,2026-06-04,double_vowels,S6 Double vowels,4,1.0,1.380229074973613
s01,2026-06-04,double_vowels,S6 Double vowels,5,1.0,1.351841040002182
s01,2026-06-04,double_vowels,S6 Double vowels,6,1.0,1.338713716676769
s01,2026-06-04,double_vowels,S6 Double vowels,7,1.0,1.3206715142753507
s01,2026-06-04,double_vowels,S6 Double vowels,8,1.0,1.30971998750465
s01,2026-06-04,double_vowels,S6 Double vowels,9,1.0,1.301729533355683
s01,2026-06-04,double_vowels,S6 Double vowels,10,1.0,1.2965894700260834
s01,2026-06-04,long_consonants,S2 Long consonants,1,1.0,0.8747293001506478
s01,2026-06-04,long_consonants,S2 Long consonants,2,1.0,1.0548663000809029
s01,2026-06-04,long_consonants,S2 Long consonants,3,1.0,1.2007114000152797
s01,2026-06-04,long_consonants,S2 Long consonants,4,0.75,1.3510134000098333
s01,2026-06-04,long_consonants,S2 Long consonants,5,0.8,1.2739384199958295
s01,2026-06-04,long_consonants,S2 Long consonants,6,0.8333333333333334,1.3108738166823362
s01,2026-06-04,long_consonants,S2 Long consonants,7,0.8571428571428571,1.284470857154312
s01,2026-06-04,long_consonants,S2 Long consonants,8,0.875,1.3339714125031605
s01,2026-06-04,long_consonants,S2 Long consonants,9,0.8888888888888888,1.2763405666531373
s01,2026-06-04,long_consonants,S2 Long consonants,10,0.9,1.240640309988521
s01,2026-06-04,long_consonants,S2 Long consonants,11,0.9,1.2425008999882265
s01,2026-06-04,long_consonants,S2 Long consonants,12,0.9,1.2350646199891344
s01,2026-06-04,long_consonants,S2 Long consonants,13,0.9,1.1829630800057203
s01,2026-06-04,long_consonants,S2 Long consonants,14,1.0,1.084294140012935
s01,2026-06-04,long_consonants,S2 Long consonants,15,1.0,1.0640188300283626
s01,2026-06-04,long_consonants,S2 Long consonants,16,1.0,0.9801546399947256
s01,2026-06-04,long_consonants,S2 Long consonants,17,1.0,0.9462666600011289
s01,2026-06-04,long_consonants,S2 Long consonants,18,1.0,0.873103759996593
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,1,1.0,2.3512843002099544
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,2,1.0,2.3254760501440614
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,3,1.0,2.103270733496174
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,4,1.0,2.0384025251260027
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,5,1.0,1.9003205600660293
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,6,1.0,1.8237913833775867
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,7,1.0,1.7696126572056008
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,8,1.0,1.9503415875660721
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,9,1.0,1.9910143556125048
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,10,1.0,2.032359450054355
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,11,1.0,2.0529548400314526
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,12,1.0,2.192470910027623
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,13,1.0,2.288751590019092
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,14,1.0,2.3336715100100265
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,15,1.0,2.4712286200374365
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,16,1.0,2.4896589600481094
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,17,1.0,2.5019056800287216
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,18,1.0,2.336536360019818
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,19,1.0,2.32320294000674
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,20,1.0,2.275193879986182
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,21,1.0,2.364925069990568
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,22,1.0,2.308549929992296
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,23,1.0,2.2027849799953403
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,24,1.0,2.1321514700073747
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,25,1.0,2.1722435800125823
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,26,1.0,2.279312720010057
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,27,1.0,2.290634180000052
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,28,1.0,2.3819138600025327
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,29,1.0,2.455752020003274
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,30,1.0,2.5401049900101498
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,31,1.0,2.4711588100064548
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,32,1.0,2.4997098800027744
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,33,1.0,2.5357425899943338
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,34,1.0,2.534930059988983
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,35,1.0,2.3975963699864224
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,36,1.0,2.344639099971391
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,37,0.9,2.360975689976476
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,38,0.9,2.3573029299732298
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,39,0.9,2.336437140009366
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,40,0.9,2.216139530017972
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,41,0.9,2.1260456100106238
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,42,0.9,1.9372919700108469
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,43,0.9,1.959352989983745
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,44,0.9,1.9920728399883956
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,45,0.9,1.9872584599768743
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,46,0.9,1.9273454400012269
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,47,1.0,2.0304824599996207
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,48,1.0,2.0814126800047235
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,49,1.0,1.9678362499922515
s01,2026-06-04,syllable_top50,S9 Syllable Top 50,50,1.0,1.9845463500125333
