subject,day,session_idx,session_name,session_title,trial_index_global,trial_index_session,target_label,target_command,response_mode,option_count,options,selected_label,manual_response,correct,rt_sec,rt_from_stimulus_sec,voice_onset_rt_sec,trial_elapsed_sec,session_elapsed_sec,day_elapsed_sec,trial_start_time,stimulus_sent_time,answer_time,voice_engine,voice_wav_path,voice_stt_raw,voice_stt_norm,voice_process_time_sec,voice_recorded_duration_sec,top_candidates,timestamp,stimulus_duration_sec,within_unit_interval_ms,cv_interval_ms
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,1,1,ㅅ,4/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㅅ,0,1,1.2401197000872344,1.0901197000872345,,109.89297771453857,,,1780372261.6410027,1780372367.9132416,1780372371.5339804,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372369963.wav,,,0.41173380007967353,1.38,"[{""label"": ""ㅅ"", ""probability"": 0.12115384615384617, ""score"": 0.12115384615384617}, {""label"": ""ㄱ"", ""probability"": 0.06346153846153846, ""score"": 0.06346153846153846}, {""label"": ""ㄷ"", ""probability"": 0.026923076923076925, ""score"": 0.026923076923076925}, {""label"": ""ㅈ"", ""probability"": 0.025, ""score"": 0.025}, {""label"": ""ㄴ"", ""probability"": 0.011538461538461539, ""score"": 0.011538461538461539}]",2026-06-02 12:52:51,0.15,150,250
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,2,2,ㄱ,3/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㄱ,0,1,0.66532769985497,0.51532769985497,,3.3925893306732178,,,1780372372.855091,1780372373.827251,1780372376.2476804,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372375229.wav,,,0.34572570002637804,1.32,"[{""label"": ""ㄱ"", ""probability"": 0.06346153846153846, ""score"": 0.06346153846153846}, {""label"": ""ㄷ"", ""probability"": 0.05961538461538462, ""score"": 0.05961538461538462}, {""label"": ""ㅇ"", ""probability"": 0.04230769230769231, ""score"": 0.04230769230769231}, {""label"": ""ㄴ"", ""probability"": 0.028846153846153848, ""score"": 0.028846153846153848}, {""label"": ""ㅂ"", ""probability"": 0.026923076923076925, ""score"": 0.026923076923076925}]",2026-06-02 12:52:56,0.15,150,250
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,3,3,ㄷ,1/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㄷ,0,1,0.6372255000751466,0.48722550007514653,,3.292261838912964,,,1780372376.9714658,1780372377.6163597,1780372380.2637277,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372379070.wav,,,0.3502786001190543,1.35,"[{""label"": ""ㅇ"", ""probability"": 0.12115384615384615, ""score"": 0.12115384615384615}, {""label"": ""ㄴ"", ""probability"": 0.07884615384615384, ""score"": 0.07884615384615384}, {""label"": ""ㄷ"", ""probability"": 0.05961538461538462, ""score"": 0.05961538461538462}, {""label"": ""ㅂ"", ""probability"": 0.05576923076923077, ""score"": 0.05576923076923077}, {""label"": ""ㄱ"", ""probability"": 0.013461538461538462, ""score"": 0.013461538461538462}]",2026-06-02 12:53:00,0.15,150,250
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,4,4,ㅈ,7/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㅈ,0,1,1.3941842999774963,1.2441842999774964,,4.182216167449951,,,1780372380.7004614,1780372381.3554633,1780372384.8826776,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372383829.wav,,,0.37991790007799864,1.65,"[{""label"": ""ㅈ"", ""probability"": 0.19038461538461537, ""score"": 0.19038461538461537}, {""label"": ""ㄱ"", ""probability"": 0.057692307692307696, ""score"": 0.057692307692307696}, {""label"": ""ㅅ"", ""probability"": 0.05, ""score"": 0.05}, {""label"": ""ㄷ"", ""probability"": 0.021153846153846155, ""score"": 0.021153846153846155}, {""label"": ""ㅂ"", ""probability"": 0.015384615384615385, ""score"": 0.015384615384615385}]",2026-06-02 12:53:04,0.15,150,250
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,5,5,ㅇ,9/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㅇ,0,1,1.057588400086388,0.907588400086388,,3.4452929496765137,,,1780372385.3185105,1780372385.9456089,1780372388.7638035,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372387915.wav,,,0.37049180013127625,1.44,"[{""label"": ""ㅇ"", ""probability"": 0.10576923076923078, ""score"": 0.10576923076923078}, {""label"": ""ㅂ"", ""probability"": 0.05576923076923077, ""score"": 0.05576923076923077}, {""label"": ""ㄴ"", ""probability"": 0.04230769230769231, ""score"": 0.04230769230769231}, {""label"": ""ㄷ"", ""probability"": 0.038461538461538464, ""score"": 0.038461538461538464}, {""label"": ""ㄱ"", ""probability"": 0.028846153846153848, ""score"": 0.028846153846153848}]",2026-06-02 12:53:08,0.15,150,250
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,6,6,ㅂ,6/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㅂ,0,1,2.2757459999993443,2.1257459999993444,,4.924370288848877,,,1780372389.2017088,1780372389.8436391,1780372394.126079,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372392854.wav,,,0.3576902998611331,1.26,"[{""label"": ""ㅂ"", ""probability"": 0.11346153846153847, ""score"": 0.11346153846153847}, {""label"": ""ㄷ"", ""probability"": 0.09230769230769231, ""score"": 0.09230769230769231}, {""label"": ""ㄴ"", ""probability"": 0.08076923076923077, ""score"": 0.08076923076923077}, {""label"": ""ㅇ"", ""probability"": 0.04230769230769231, ""score"": 0.04230769230769231}, {""label"": ""ㅈ"", ""probability"": 0.023076923076923078, ""score"": 0.023076923076923078}]",2026-06-02 12:53:14,0.15,150,250
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,7,7,ㄴ,2/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㄴ,0,1,0.8781856000423431,0.7281856000423431,,3.5210511684417725,,,1780372394.7057467,1780372395.367627,1780372398.2267978,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372397215.wav,,,0.38731419993564487,1.53,"[{""label"": ""ㄴ"", ""probability"": 0.1326923076923077, ""score"": 0.1326923076923077}, {""label"": ""ㅇ"", ""probability"": 0.10384615384615385, ""score"": 0.10384615384615385}, {""label"": ""ㄷ"", ""probability"": 0.046153846153846156, ""score"": 0.046153846153846156}, {""label"": ""ㅂ"", ""probability"": 0.046153846153846156, ""score"": 0.046153846153846156}, {""label"": ""ㄱ"", ""probability"": 0.015384615384615385, ""score"": 0.015384615384615385}]",2026-06-02 12:53:18,0.15,150,250
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,8,8,ㅈ,7/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㅈ,0,1,0.9049031999893486,0.7549031999893486,,4.346581935882568,,,1780372403.0106795,1780372403.6914637,1780372407.3572614,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372405663.wav,,,0.3629644999746233,1.65,"[{""label"": ""ㅇ"", ""probability"": 0.1326923076923077, ""score"": 0.1326923076923077}, {""label"": ""ㄴ"", ""probability"": 0.04807692307692308, ""score"": 0.04807692307692308}, {""label"": ""ㅂ"", ""probability"": 0.019230769230769232, ""score"": 0.019230769230769232}, {""label"": ""ㄱ"", ""probability"": 0.009615384615384616, ""score"": 0.009615384615384616}, {""label"": ""ㅈ"", ""probability"": 0.0057692307692307696, ""score"": 0.0057692307692307696}]",2026-06-02 12:53:27,0.15,150,250
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,9,9,ㅇ,9/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㅇ,0,1,0.7765842000953853,0.6265842000953853,,3.136030435562134,,,1780372407.854656,1780372408.5054507,1780372410.9906864,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372410084.wav,,,0.35178709984757006,1.38,"[{""label"": ""ㅇ"", ""probability"": 0.08076923076923077, ""score"": 0.08076923076923077}, {""label"": ""ㅂ"", ""probability"": 0.04038461538461539, ""score"": 0.04038461538461539}, {""label"": ""ㄴ"", ""probability"": 0.03076923076923077, ""score"": 0.03076923076923077}, {""label"": ""ㄱ"", ""probability"": 0.01730769230769231, ""score"": 0.01730769230769231}, {""label"": ""ㄷ"", ""probability"": 0.01730769230769231, ""score"": 0.01730769230769231}]",2026-06-02 12:53:30,0.15,150,250
s01,2026-06-02,1,basic_consonants,Session 1: Basic consonants,10,10,ㄴ,2/150,voice_ml,7,ㄱ|ㄴ|ㄷ|ㅂ|ㅅ|ㅇ|ㅈ,ㄴ,0,1,0.5756434998475015,0.4256434998475015,,3.0333704948425293,,,1780372411.4343495,1780372412.0969577,1780372414.46772,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780372413587.wav,,,0.3322429999243468,1.44,"[{""label"": ""ㅇ"", ""probability"": 0.09615384615384616, ""score"": 0.09615384615384616}, {""label"": ""ㄴ"", ""probability"": 0.09423076923076923, ""score"": 0.09423076923076923}, {""label"": ""ㅂ"", ""probability"": 0.032692307692307694, ""score"": 0.032692307692307694}, {""label"": ""ㄱ"", ""probability"": 0.011538461538461539, ""score"": 0.011538461538461539}, {""label"": ""ㄷ"", ""probability"": 0.007692307692307693, ""score"": 0.007692307692307693}]",2026-06-02 12:53:34,0.15,150,250
