subject,day,session_idx,session_name,session_title,trial_index_global,trial_index_session,target_label,target_command,response_mode,option_count,options,selected_label,manual_response,correct,rt_sec,rt_from_stimulus_sec,voice_onset_rt_sec,trial_elapsed_sec,session_elapsed_sec,day_elapsed_sec,trial_start_time,stimulus_sent_time,answer_time,voice_engine,voice_wav_path,voice_stt_raw,voice_stt_norm,voice_process_time_sec,voice_recorded_duration_sec,top_candidates,timestamp,stimulus_duration_sec,within_unit_interval_ms,cv_interval_ms
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,19,5,ㅋ,3/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㅋ,0,1,0.9656384999398142,0.6156384999398142,,3.7150185108184814,,,1780534360.404954,1780534361.1683805,1780534364.1199725,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534362837.wav,,,0.34487199992872775,1.29,"[{""label"": ""ㅎ"", ""probability"": 0.09615384615384616, ""score"": 0.09615384615384616}, {""label"": ""ㅌ"", ""probability"": 0.04807692307692308, ""score"": 0.04807692307692308}, {""label"": ""ㅋ"", ""probability"": 0.019230769230769232, ""score"": 0.019230769230769232}, {""label"": ""ㅍ"", ""probability"": 0.019230769230769232, ""score"": 0.019230769230769232}, {""label"": ""ㅊ"", ""probability"": 0.015384615384615385, ""score"": 0.015384615384615385}]",2026-06-04 09:52:44,0.35,150,250
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,20,6,ㅎ,4/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㅎ,0,1,1.49555080011487,1.14555080011487,,3.7868173122406006,,,1780534366.5502715,1780534367.1837766,1780534370.3370888,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534369496.wav,,,0.3725286000408232,1.35,"[{""label"": ""ㅎ"", ""probability"": 0.16730769230769232, ""score"": 0.16730769230769232}, {""label"": ""ㅌ"", ""probability"": 0.06346153846153846, ""score"": 0.06346153846153846}, {""label"": ""ㄹ"", ""probability"": 0.025, ""score"": 0.025}, {""label"": ""ㅋ"", ""probability"": 0.019230769230769232, ""score"": 0.019230769230769232}, {""label"": ""ㅁ"", ""probability"": 0.011538461538461539, ""score"": 0.011538461538461539}]",2026-06-04 09:52:50,0.35,150,250
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,21,7,ㅌ,1/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㅌ,0,1,1.1260530999861658,0.7760530999861658,,3.6192617416381836,,,1780534370.7019925,1780534371.3539014,1780534374.3212543,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534373104.wav,,,0.3660695001017302,1.2,"[{""label"": ""ㅎ"", ""probability"": 0.09807692307692309, ""score"": 0.09807692307692309}, {""label"": ""ㅌ"", ""probability"": 0.026923076923076925, ""score"": 0.026923076923076925}, {""label"": ""ㄹ"", ""probability"": 0.025, ""score"": 0.025}, {""label"": ""ㅋ"", ""probability"": 0.021153846153846155, ""score"": 0.021153846153846155}, {""label"": ""ㅍ"", ""probability"": 0.013461538461538462, ""score"": 0.013461538461538462}]",2026-06-04 09:52:54,0.35,150,250
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,22,8,ㅍ,6/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㅍ,0,1,1.6804752999451011,1.330475299945101,,4.352651596069336,,,1780534374.655068,1780534375.307745,1780534379.0077195,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534377774.wav,,,0.3460474000312388,1.32,"[{""label"": ""ㅎ"", ""probability"": 0.11538461538461539, ""score"": 0.11538461538461539}, {""label"": ""ㅌ"", ""probability"": 0.07692307692307693, ""score"": 0.07692307692307693}, {""label"": ""ㅍ"", ""probability"": 0.057692307692307696, ""score"": 0.057692307692307696}, {""label"": ""ㅁ"", ""probability"": 0.025, ""score"": 0.025}, {""label"": ""ㅋ"", ""probability"": 0.023076923076923078, ""score"": 0.023076923076923078}]",2026-06-04 09:52:59,0.35,150,250
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,23,9,ㄹ,2/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㄹ,0,1,0.8152937998529524,0.4652937998529524,,3.2413768768310547,,,1780534379.293881,1780534379.9578907,1780534382.5352578,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534381646.wav,,,0.33981799986213446,1.47,"[{""label"": ""ㄹ"", ""probability"": 0.1576923076923077, ""score"": 0.1576923076923077}, {""label"": ""ㅁ"", ""probability"": 0.026923076923076925, ""score"": 0.026923076923076925}, {""label"": ""ㅎ"", ""probability"": 0.007692307692307693, ""score"": 0.007692307692307693}, {""label"": ""ㅌ"", ""probability"": 0.0038461538461538464, ""score"": 0.0038461538461538464}, {""label"": ""ㅊ"", ""probability"": 0.0019230769230769232, ""score"": 0.0019230769230769232}]",2026-06-04 09:53:02,0.35,150,250
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,24,10,ㅋ,3/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㅋ,0,1,0.9193380000069737,0.5693380000069738,,4.432785987854004,,,1780534383.2155633,1780534383.8684666,1780534387.6483493,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534385556.wav,,,0.3463111000601202,1.29,"[{""label"": ""ㅎ"", ""probability"": 0.1596153846153846, ""score"": 0.1596153846153846}, {""label"": ""ㅌ"", ""probability"": 0.0826923076923077, ""score"": 0.0826923076923077}, {""label"": ""ㅍ"", ""probability"": 0.04423076923076923, ""score"": 0.04423076923076923}, {""label"": ""ㅊ"", ""probability"": 0.03076923076923077, ""score"": 0.03076923076923077}, {""label"": ""ㅋ"", ""probability"": 0.03076923076923077, ""score"": 0.03076923076923077}]",2026-06-04 09:53:07,0.35,150,250
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,25,11,ㅌ,1/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㅌ,0,1,0.8933352001477033,0.5433352001477033,,3.1552023887634277,,,1780534387.9497175,1780534388.6037862,1780534391.10492,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534390234.wav,,,0.36293460009619594,1.29,"[{""label"": ""ㅌ"", ""probability"": 0.1076923076923077, ""score"": 0.1076923076923077}, {""label"": ""ㅍ"", ""probability"": 0.09230769230769231, ""score"": 0.09230769230769231}, {""label"": ""ㅎ"", ""probability"": 0.028846153846153848, ""score"": 0.028846153846153848}, {""label"": ""ㅁ"", ""probability"": 0.026923076923076925, ""score"": 0.026923076923076925}, {""label"": ""ㅋ"", ""probability"": 0.019230769230769232, ""score"": 0.019230769230769232}]",2026-06-04 09:53:11,0.35,150,250
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,26,12,ㅎ,4/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㅎ,0,1,1.1606405000202358,0.8106405000202358,,3.5008625984191895,,,1780534391.4553814,1780534392.1052136,1780534394.956244,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534394026.wav,,,0.34754309989511967,1.32,"[{""label"": ""ㅎ"", ""probability"": 0.11346153846153847, ""score"": 0.11346153846153847}, {""label"": ""ㅌ"", ""probability"": 0.046153846153846156, ""score"": 0.046153846153846156}, {""label"": ""ㄹ"", ""probability"": 0.03653846153846154, ""score"": 0.03653846153846154}, {""label"": ""ㅍ"", ""probability"": 0.023076923076923078, ""score"": 0.023076923076923078}, {""label"": ""ㅁ"", ""probability"": 0.021153846153846155, ""score"": 0.021153846153846155}]",2026-06-04 09:53:14,0.35,150,250
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,27,13,ㅁ,9/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㅁ,0,1,0.9713862000498921,0.6213862000498921,,3.289882183074951,,,1780534395.3232481,1780534395.9425588,1780534398.6131303,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534397833.wav,,,0.3321308000013232,1.47,"[{""label"": ""ㅁ"", ""probability"": 0.14615384615384616, ""score"": 0.14615384615384616}, {""label"": ""ㄹ"", ""probability"": 0.026923076923076925, ""score"": 0.026923076923076925}, {""label"": ""ㅎ"", ""probability"": 0.007692307692307693, ""score"": 0.007692307692307693}, {""label"": ""ㅌ"", ""probability"": 0.0057692307692307696, ""score"": 0.0057692307692307696}, {""label"": ""ㅋ"", ""probability"": 0.0038461538461538464, ""score"": 0.0038461538461538464}]",2026-06-04 09:53:18,0.35,150,250
s01,2026-06-04,2,long_consonants,Session 2: Long consonants,28,14,ㅊ,7/350,voice_ml,7,ㅋ|ㄹ|ㅌ|ㅍ|ㅎ|ㅁ|ㅊ,ㅊ,0,1,0.8152300000656396,0.46523000006563964,,3.982151746749878,,,1780534399.2814405,1780534399.9322145,1780534403.2635922,ml_jamo,hangul_learning_results\subject_s01\voice_trials\trial_voice_1780534401532.wav,,,0.34098699991591275,1.32,"[{""label"": ""ㅎ"", ""probability"": 0.06923076923076923, ""score"": 0.06923076923076923}, {""label"": ""ㅌ"", ""probability"": 0.04807692307692308, ""score"": 0.04807692307692308}, {""label"": ""ㅍ"", ""probability"": 0.04230769230769231, ""score"": 0.04230769230769231}, {""label"": ""ㅁ"", ""probability"": 0.025, ""score"": 0.025}, {""label"": ""ㅊ"", ""probability"": 0.023076923076923078, ""score"": 0.023076923076923078}]",2026-06-04 09:53:23,0.35,150,250
