subject,day,session_name,target_label,n_trials,accuracy,rt_mean_sec,rt_median_sec,rt_from_stimulus_mean_sec,rt_from_stimulus_median_sec,n_errors,session_order
s01,2026-05-28,double_vowels,ㅕ,2,1.0,1.3137544499477372,1.3137544499477372,0.36105444994773717,0.36105444994773717,0,6
s01,2026-05-28,double_vowels,ㅛ,2,1.0,1.5238814000040293,1.5238814000040293,0.5719814000040292,0.5719814000040292,0,6
s01,2026-05-28,double_vowels,ㅠ,2,1.0,1.2412457999889739,1.2412457999889739,0.28814579998897394,0.28814579998897394,0,6
s01,2026-05-28,double_vowels,ㅢ,2,1.0,1.6593316999496892,1.6593316999496892,1.0088316999496891,1.0088316999496891,0,6
s01,2026-05-28,complex_vowels,ㅐ,2,1.0,3.6029792999615897,3.6029792999615897,2.9015792999615897,2.9015792999615897,0,7
s01,2026-05-28,complex_vowels,ㅒ,2,1.0,3.164628150057979,3.164628150057979,1.9118281500579792,1.9118281500579792,0,7
s01,2026-05-28,complex_vowels,ㅔ,2,1.0,3.049914999923203,3.049914999923203,2.348314999923203,2.348314999923203,0,7
s01,2026-05-28,complex_vowels,ㅖ,2,1.0,2.8475622000405565,2.8475622000405565,1.5943622000405564,1.5943622000405564,0,7
s01,2026-05-28,complex_vowels,ㅘ,2,1.0,2.225356600014493,2.225356600014493,1.2732566000144927,1.2732566000144927,0,7
s01,2026-05-28,complex_vowels,ㅚ,2,1.0,2.882100549992174,2.882100549992174,2.180900549992174,2.180900549992174,0,7
s01,2026-05-28,complex_vowels,ㅝ,2,1.0,3.878362250048667,3.878362250048667,2.9254622500486667,2.9254622500486667,0,7
s01,2026-05-28,complex_vowels,ㅟ,2,1.0,1.952811150054913,1.952811150054913,1.251011150054913,1.251011150054913,0,7
s01,2026-05-28,all_vowels,ㅏ,4,1.0,1.55584557497059,1.5539210999850184,1.15494557497059,1.1530210999850183,0,8
s01,2026-05-28,all_vowels,ㅐ,4,1.0,1.7252604250097647,1.730578150018118,1.0238604250097647,1.0291781500181183,0,8
s01,2026-05-28,all_vowels,ㅑ,4,1.0,1.6978203249746002,1.6986555999610573,0.7455203249746003,0.7463555999610574,0,8
s01,2026-05-28,all_vowels,ㅒ,3,1.0,2.166568633285351,2.042922099935822,0.9137686332853511,0.7901220999358223,0,8
s01,2026-05-28,all_vowels,ㅓ,4,1.0,1.6184329749667086,1.6132736999425106,1.2173329749667086,1.2121736999425106,0,8
s01,2026-05-28,all_vowels,ㅔ,3,0.6666666666666666,1.6707839332909014,1.7463907999917865,0.9691839332909012,1.0447907999917865,1,8
s01,2026-05-28,all_vowels,ㅕ,4,1.0,1.8096797999751288,1.7184959499863908,0.8569797999751289,0.7657959499863908,0,8
s01,2026-05-28,all_vowels,ㅖ,4,1.0,2.0324362750397995,2.0471357000642456,0.7792362750397994,0.7939357000642455,0,8
s01,2026-05-28,all_vowels,ㅗ,3,1.0,1.2347456332839404,1.29388619994279,0.8340456332839404,0.8931861999427899,0,8
s01,2026-05-28,all_vowels,ㅘ,4,1.0,2.0279921499604825,1.9442062999587506,1.0758921499604823,0.9921062999587504,0,8
s01,2026-05-28,all_vowels,ㅚ,3,1.0,2.477502999982486,2.014037000015378,1.7763029999824862,1.312837000015378,0,8
s01,2026-05-28,all_vowels,ㅛ,4,1.0,1.6194008000020403,1.6275396500132047,0.6675008000020403,0.6756396500132046,0,8
s01,2026-05-28,all_vowels,ㅜ,4,1.0,1.2538816750166006,1.2726197500596754,0.8525816750166006,0.8713197500596754,0,8
s01,2026-05-28,all_vowels,ㅝ,4,1.0,2.615780524996808,2.73508790001506,1.662880524996808,1.78218790001506,0,8
s01,2026-05-28,all_vowels,ㅟ,4,1.0,1.914554799994221,1.995057150023058,1.212754799994221,1.293257150023058,0,8
s01,2026-05-28,all_vowels,ㅠ,3,1.0,1.602939600047345,1.5184610000578689,0.6498396000473451,0.5653610000578687,0,8
s01,2026-05-28,all_vowels,ㅡ,4,1.0,1.398056575038936,1.3560861000441946,1.048056575038936,1.0060861000441945,0,8
s01,2026-05-28,all_vowels,ㅢ,3,1.0,1.4996457666857168,1.3237240000162274,0.8491457666857167,0.6732240000162274,0,8
s01,2026-05-28,all_vowels,ㅣ,3,1.0,1.3426494667073712,1.336602900060825,1.1926494667073713,1.1866029000608251,0,8
s01,2026-05-28,syllable_top50,가,1,1.0,1.8504502000287173,1.8504502000287173,1.0490502000287174,1.0490502000287174,0,9
s01,2026-05-28,syllable_top50,개,1,1.0,2.996198699926026,2.996198699926026,1.894298699926026,1.894298699926026,0,9
s01,2026-05-28,syllable_top50,것,1,1.0,2.526939300005324,2.526939300005324,1.3249393000053242,1.3249393000053242,0,9
s01,2026-05-28,syllable_top50,경,1,1.0,4.167959299986251,4.167959299986251,2.4138592999862505,2.4138592999862505,0,9
s01,2026-05-28,syllable_top50,계,1,1.0,3.269036200013943,3.269036200013943,1.6153362000139433,1.6153362000139433,0,9
s01,2026-05-28,syllable_top50,고,1,1.0,1.7469922000309452,1.7469922000309452,0.9457922000309452,0.9457922000309452,0,9
s01,2026-05-28,syllable_top50,공,1,1.0,2.3060817000223324,2.3060817000223324,1.1039817000223322,1.1039817000223322,0,9
s01,2026-05-28,syllable_top50,관,1,1.0,4.268722699955106,4.268722699955106,2.5159226999551056,2.5159226999551056,0,9
s01,2026-05-28,syllable_top50,구,1,1.0,3.3833049000240862,3.3833049000240862,2.581504900024086,2.581504900024086,0,9
s01,2026-05-28,syllable_top50,국,1,1.0,2.200205400004052,2.200205400004052,0.9981054000040516,0.9981054000040516,0,9
s01,2026-05-28,syllable_top50,기,1,1.0,1.8305926999310032,1.8305926999310032,1.2800926999310032,1.2800926999310032,0,9
s01,2026-05-28,syllable_top50,나,1,1.0,2.3928749000187963,2.3928749000187963,1.5914749000187962,1.5914749000187962,0,9
s01,2026-05-28,syllable_top50,내,1,1.0,7.154809799976647,7.154809799976647,6.052909799976646,6.052909799976646,0,9
s01,2026-05-28,syllable_top50,대,1,1.0,4.513479799963534,4.513479799963534,3.4115797999635338,3.4115797999635338,0,9
s01,2026-05-28,syllable_top50,도,1,0.0,2.627752500004135,2.627752500004135,1.826552500004135,1.826552500004135,1,9
s01,2026-05-28,syllable_top50,동,1,1.0,2.4034631999675184,2.4034631999675184,1.2013631999675185,1.2013631999675185,0,9
s01,2026-05-28,syllable_top50,등,1,1.0,5.644729900057428,5.644729900057428,4.493329900057427,4.493329900057427,0,9
s01,2026-05-28,syllable_top50,리,1,1.0,4.810850600013509,4.810850600013509,4.06035060001351,4.06035060001351,0,9
s01,2026-05-28,syllable_top50,보,1,1.0,2.7985623000422493,2.7985623000422493,1.997362300042249,1.997362300042249,0,9
s01,2026-05-28,syllable_top50,부,1,1.0,2.3480134999845177,2.3480134999845177,1.5462134999845176,1.5462134999845176,0,9
s01,2026-05-28,syllable_top50,비,1,1.0,2.4546772999456152,2.4546772999456152,1.9041772999456152,1.9041772999456152,0,9
s01,2026-05-28,syllable_top50,사,1,1.0,1.6183509000111371,1.6183509000111371,0.8169509000111371,0.8169509000111371,0,9
s01,2026-05-28,syllable_top50,상,1,1.0,2.7929311000043526,2.7929311000043526,1.5906311000043527,1.5906311000043527,0,9
s01,2026-05-28,syllable_top50,서,1,1.0,1.9153587999753652,1.9153587999753652,1.1137587999753653,1.1137587999753653,0,9
s01,2026-05-28,syllable_top50,선,1,1.0,3.4251903999829665,3.4251903999829665,2.2233903999829665,2.2233903999829665,0,9
s01,2026-05-28,syllable_top50,성,1,1.0,3.814369599916972,3.814369599916972,2.6118695999169725,2.6118695999169725,0,9
s01,2026-05-28,syllable_top50,소,1,1.0,2.428752899984829,2.428752899984829,1.627552899984829,1.627552899984829,0,9
s01,2026-05-28,syllable_top50,수,1,1.0,2.059035299927928,2.059035299927928,1.2572352999279277,1.2572352999279277,0,9
s01,2026-05-28,syllable_top50,스,1,1.0,2.43332269997336,2.43332269997336,1.6828226999733598,1.6828226999733598,0,9
s01,2026-05-28,syllable_top50,시,1,1.0,1.9971968999598173,1.9971968999598173,1.4466968999598175,1.4466968999598175,0,9
s01,2026-05-28,syllable_top50,아,1,1.0,2.2634364999830723,2.2634364999830723,1.4620364999830722,1.4620364999830722,0,9
s01,2026-05-28,syllable_top50,업,1,1.0,5.34314610005822,5.34314610005822,4.140946100058221,4.140946100058221,0,9
s01,2026-05-28,syllable_top50,오,1,1.0,1.4084341999841854,1.4084341999841854,0.6072341999841854,0.6072341999841854,0,9
s01,2026-05-28,syllable_top50,원,1,1.0,2.9160179999889806,2.9160179999889806,1.1624179999889808,1.1624179999889808,0,9
s01,2026-05-28,syllable_top50,위,1,1.0,3.1533178000245243,3.1533178000245243,2.0510178000245243,2.0510178000245243,0,9
s01,2026-05-28,syllable_top50,의,1,1.0,3.101321000023745,3.101321000023745,2.050321000023745,2.050321000023745,0,9
s01,2026-05-28,syllable_top50,이,1,1.0,2.0805194000713527,2.0805194000713527,1.5300194000713527,1.5300194000713527,0,9
s01,2026-05-28,syllable_top50,인,1,1.0,3.0354669999796897,3.0354669999796897,2.0847669999796894,2.0847669999796894,0,9
s01,2026-05-28,syllable_top50,일,1,1.0,3.3715918000089005,3.3715918000089005,2.2208918000089004,2.2208918000089004,0,9
s01,2026-05-28,syllable_top50,있,1,1.0,5.544680299935862,5.544680299935862,4.293380299935863,4.293380299935863,0,9
s01,2026-05-28,syllable_top50,자,1,1.0,1.9449517000466583,1.9449517000466583,1.1435517000466584,1.1435517000466584,0,9
s01,2026-05-28,syllable_top50,장,1,1.0,4.036764199961908,4.036764199961908,2.834464199961908,2.834464199961908,0,9
s01,2026-05-28,syllable_top50,전,1,1.0,2.9569734999677166,2.9569734999677166,1.7551734999677169,1.7551734999677169,0,9
s01,2026-05-28,syllable_top50,정,1,1.0,2.589902200037613,2.589902200037613,1.3874022000376136,1.3874022000376136,0,9
s01,2026-05-28,syllable_top50,제,1,1.0,4.553526100004092,4.553526100004092,3.451426100004092,3.451426100004092,0,9
s01,2026-05-28,syllable_top50,주,1,1.0,2.032005300046876,2.032005300046876,1.230205300046876,1.230205300046876,0,9
s01,2026-05-28,syllable_top50,중,1,1.0,3.216284700087272,3.216284700087272,2.0135847000872715,2.0135847000872715,0,9
s01,2026-05-28,syllable_top50,지,1,1.0,2.497874399996362,2.497874399996362,1.9473743999963624,1.9473743999963624,0,9
s01,2026-05-28,syllable_top50,하,1,1.0,3.155959499999881,3.155959499999881,2.1545594999998805,2.1545594999998805,0,9
s01,2026-05-28,syllable_top50,회,1,0.0,4.933322100085206,4.933322100085206,3.631622100085206,3.631622100085206,1,9
s01,2026-06-02,basic_consonants,ㄱ,3,1.0,0.7352214665928235,0.7246784998569638,0.5852214665928234,0.5746784998569637,0,1
s01,2026-06-02,basic_consonants,ㄴ,4,1.0,0.793107575038448,0.7862169001018628,0.643107575038448,0.6362169001018628,0,1
s01,2026-06-02,basic_consonants,ㄷ,4,1.0,0.8224566499702632,0.8589764999924228,0.6724566499702632,0.7089764999924227,0,1
s01,2026-06-02,basic_consonants,ㅂ,4,0.75,1.7431594249792397,1.7292995499446988,1.5931594249792398,1.579299549944699,1,1
s01,2026-06-02,basic_consonants,ㅅ,4,1.0,1.1200158499996178,1.1516535499831662,0.9700158499996179,1.0016535499831662,0,1
s01,2026-06-02,basic_consonants,ㅇ,3,1.0,0.8333454000918815,0.7765842000953853,0.6833454000918815,0.6265842000953853,0,1
s01,2026-06-02,basic_consonants,ㅈ,4,1.0,1.1469931249739602,1.144442499964498,0.9969931249739602,0.9944424999644979,0,1
s01,2026-06-02,long_consonants,ㄹ,4,1.0,0.8545304749859497,0.8906112000113353,0.5045304749859497,0.5406112000113353,0,2
s01,2026-06-02,long_consonants,ㅁ,4,1.0,1.6130859749973752,1.3994717500172555,1.263085974997375,1.0494717500172555,0,2
s01,2026-06-02,long_consonants,ㅊ,4,1.0,1.1423033999162726,1.1552030999446288,0.7923033999162726,0.8052030999446288,0,2
s01,2026-06-02,long_consonants,ㅋ,4,0.75,1.010783924954012,1.0185077999485659,0.6607839249540121,0.6685077999485657,1,2
s01,2026-06-02,long_consonants,ㅌ,4,1.0,0.8487411999958567,0.8881843499839306,0.49874119999585675,0.5381843499839306,0,2
s01,2026-06-02,long_consonants,ㅍ,4,1.0,1.3935980750247836,1.3496470500249416,1.0435980750247835,0.9996470500249415,0,2
s01,2026-06-02,long_consonants,ㅎ,4,0.75,1.5439647249295376,1.3089402498444542,1.1939647249295375,0.9589402498444541,1,2
s01,2026-06-02,double_consonants,ㄲ,2,1.0,0.7935383499134332,0.7935383499134332,0.3432383499134331,0.3432383499134331,0,3
s01,2026-06-02,double_consonants,ㄸ,2,1.0,1.0914675999665633,1.0914675999665633,0.6413675999665633,0.6413675999665633,0,3
s01,2026-06-02,double_consonants,ㅃ,2,1.0,0.9338480500737205,0.9338480500737205,0.4832480500737205,0.4832480500737205,0,3
s01,2026-06-02,double_consonants,ㅆ,2,1.0,1.0688659999286756,1.0688659999286756,0.6184659999286757,0.6184659999286757,0,3
s01,2026-06-02,double_consonants,ㅉ,2,1.0,1.1181334999855608,1.1181334999855608,0.6674334999855608,0.6674334999855608,0,3
s01,2026-06-02,all_consonants,ㄱ,3,1.0,0.8844948000429819,0.9039251999929548,0.7344948000429818,0.7539251999929547,0,4
s01,2026-06-02,all_consonants,ㄲ,3,1.0,0.986923566631352,1.024243599968031,0.5366235666313518,0.573943599968031,0,4
s01,2026-06-02,all_consonants,ㄴ,3,1.0,1.0630770665593445,1.0241091998759655,0.9130770665593446,0.8741091998759657,0,4
s01,2026-06-02,all_consonants,ㄷ,2,1.0,0.9708023999119177,0.9708023999119177,0.8208023999119177,0.8208023999119177,0,4
s01,2026-06-02,all_consonants,ㄸ,3,1.0,1.055748700009038,1.0541725000366569,0.6056487000090381,0.6040725000366569,0,4
s01,2026-06-02,all_consonants,ㄹ,3,1.0,0.9589730999432503,0.937402999959886,0.6089730999432504,0.5874029999598861,0,4
s01,2026-06-02,all_consonants,ㅁ,3,1.0,1.3044496666795264,1.3848383999429643,0.9544496666795262,1.0348383999429642,0,4
s01,2026-06-02,all_consonants,ㅂ,3,1.0,1.266497166749711,1.3272179001942277,1.1164971667497108,1.1772179001942278,0,4
s01,2026-06-02,all_consonants,ㅃ,3,1.0,1.5762609999316435,1.2032359999138862,1.1256609999316434,0.7526359999138862,0,4
s01,2026-06-02,all_consonants,ㅅ,3,1.0,1.0464411666616797,1.0261319999117404,0.8964411666616797,0.8761319999117404,0,4
s01,2026-06-02,all_consonants,ㅆ,3,1.0,1.2187010665268947,1.1432711998932064,0.7683010665268949,0.6928711998932064,0,4
s01,2026-06-02,all_consonants,ㅇ,3,1.0,0.9707979667000473,0.9937462999951094,0.8207979667000472,0.8437462999951094,0,4
s01,2026-06-02,all_consonants,ㅈ,2,1.0,1.837301000021398,1.837301000021398,1.6873010000213982,1.6873010000213982,0,4
s01,2026-06-02,all_consonants,ㅉ,3,1.0,1.3543710666708648,1.23321589990519,0.9036710666708648,0.7825158999051899,0,4
s01,2026-06-02,all_consonants,ㅊ,3,1.0,1.7589517999440432,1.8191845999099316,1.4089517999440428,1.469184599909931,0,4
s01,2026-06-02,all_consonants,ㅋ,2,0.5,0.9778605499304831,0.9778605499304831,0.6278605499304831,0.6278605499304831,1,4
s01,2026-06-02,all_consonants,ㅌ,3,1.0,1.3039520999882368,1.3954235999844968,0.9539520999882369,1.0454235999844967,0,4
s01,2026-06-02,all_consonants,ㅍ,3,0.6666666666666666,1.9958979000026982,1.8705537000205368,1.6458979000026979,1.5205537000205367,1,4
s01,2026-06-02,all_consonants,ㅎ,3,1.0,1.818209800015514,1.7752909001428634,1.468209800015514,1.4252909001428633,0,4
s01,2026-06-02,basic_vowels,ㅏ,2,1.0,0.8705775999696925,0.8705775999696925,0.4696775999696925,0.4696775999696925,0,5
s01,2026-06-02,basic_vowels,ㅓ,2,1.0,1.0123325999593362,1.0123325999593362,0.6112325999593362,0.6112325999593362,0,5
s01,2026-06-02,basic_vowels,ㅗ,2,1.0,0.9589775500353426,0.9589775500353426,0.5582775500353425,0.5582775500353425,0,5
s01,2026-06-02,basic_vowels,ㅜ,2,1.0,0.9777711000060663,0.9777711000060663,0.5764711000060663,0.5764711000060663,0,5
s01,2026-06-02,basic_vowels,ㅡ,2,1.0,1.0737964001018554,1.0737964001018554,0.7237964001018554,0.7237964001018554,0,5
s01,2026-06-02,basic_vowels,ㅣ,2,1.0,2.6526025999337435,2.6526025999337435,2.5026025999337436,2.5026025999337436,0,5
s01,2026-06-02,double_vowels,ㅑ,2,1.0,1.3095361999003217,1.3095361999003217,0.35723619990032174,0.35723619990032174,0,6
s01,2026-06-02,double_vowels,ㅕ,2,1.0,1.2589317999081686,1.2589317999081686,0.3062317999081686,0.3062317999081686,0,6
s01,2026-06-02,double_vowels,ㅛ,2,1.0,1.3657452500192448,1.3657452500192448,0.41384525001924477,0.41384525001924477,0,6
s01,2026-06-02,double_vowels,ㅠ,2,1.0,1.4166284499224275,1.4166284499224275,0.4635284499224276,0.4635284499224276,0,6
s01,2026-06-02,double_vowels,ㅢ,2,1.0,1.5544552500359714,1.5544552500359714,0.9039552500359713,0.9039552500359713,0,6
s01,2026-06-02,complex_vowels,ㅐ,2,1.0,1.8768349000019953,1.8768349000019953,1.1754349000019952,1.1754349000019952,0,7
s01,2026-06-02,complex_vowels,ㅒ,2,1.0,1.9285122001310806,1.9285122001310806,0.6757122001310811,0.6757122001310811,0,7
s01,2026-06-02,complex_vowels,ㅔ,2,1.0,1.9544464000500739,1.9544464000500739,1.2528464000500739,1.2528464000500739,0,7
s01,2026-06-02,complex_vowels,ㅖ,2,1.0,2.0925578998867422,2.0925578998867422,0.8393578998867421,0.8393578998867421,0,7
s01,2026-06-02,complex_vowels,ㅘ,2,1.0,1.7630404999945313,1.7630404999945313,0.8109404999945311,0.8109404999945311,0,7
s01,2026-06-02,complex_vowels,ㅚ,2,1.0,2.359108000062406,2.359108000062406,1.657908000062406,1.657908000062406,0,7
s01,2026-06-02,complex_vowels,ㅝ,2,1.0,2.268366049975157,2.268366049975157,1.3154660499751567,1.3154660499751567,0,7
s01,2026-06-02,complex_vowels,ㅟ,2,1.0,1.5471941999858245,1.5471941999858245,0.8453941999858245,0.8453941999858245,0,7
s01,2026-06-02,all_vowels,ㅏ,4,1.0,1.076817600056529,1.0754047500668094,0.675917600056529,0.6745047500668093,0,8
s01,2026-06-02,all_vowels,ㅐ,4,0.75,1.5715191500494257,1.6757481000386178,0.8701191500494256,0.9743481000386178,1,8
s01,2026-06-02,all_vowels,ㅑ,4,1.0,1.5570378499105573,1.5351432499010116,0.6047378499105573,0.5828432499010117,0,8
s01,2026-06-02,all_vowels,ㅒ,4,0.75,1.9865586750092916,1.984851900022477,0.7337586750092917,0.732051900022477,1,8
s01,2026-06-02,all_vowels,ㅓ,4,1.0,1.2059705249848776,1.22006544994656,0.8048705249848775,0.81896544994656,0,8
s01,2026-06-02,all_vowels,ㅔ,4,0.75,1.2761397749418393,1.329141299938783,0.5745397749418393,0.627541299938783,1,8
s01,2026-06-02,all_vowels,ㅕ,4,0.75,1.6100462999893352,1.6090221999911591,0.6573462999893352,0.6563221999911591,1,8
s01,2026-06-02,all_vowels,ㅖ,4,1.0,1.9617817000253126,1.9540304000256583,0.7085817000253125,0.7008304000256582,0,8
s01,2026-06-02,all_vowels,ㅗ,4,1.0,1.0871459749760106,1.0750114999245852,0.6864459749760106,0.6743114999245852,0,8
s01,2026-06-02,all_vowels,ㅘ,4,1.0,1.7455572499893606,1.6104286999907345,0.7934572499893605,0.6583286999907344,0,8
s01,2026-06-02,all_vowels,ㅚ,4,1.0,1.7531646999996156,1.6843440500088036,1.0519646999996155,0.9831440500088036,0,8
s01,2026-06-02,all_vowels,ㅛ,4,1.0,1.5099068250274286,1.4708929000189528,0.5580068250274285,0.5189929000189527,0,8
s01,2026-06-02,all_vowels,ㅜ,4,1.0,1.2936750499648042,1.173324599978514,0.8923750499648042,0.772024599978514,0,8
s01,2026-06-02,all_vowels,ㅝ,4,1.0,1.7241601748974063,1.7294599999440834,0.7712601748974063,0.7765599999440834,0,8
s01,2026-06-02,all_vowels,ㅟ,4,1.0,1.5187288500601426,1.5966855001170188,0.8169288500601426,0.8948855001170188,0,8
s01,2026-06-02,all_vowels,ㅠ,4,1.0,1.5162308249855414,1.4966357998782769,0.5631308249855415,0.5435357998782769,0,8
s01,2026-06-02,all_vowels,ㅡ,4,1.0,1.3434029250056483,1.325714849983342,0.9934029250056483,0.975714849983342,0,8
s01,2026-06-02,all_vowels,ㅢ,4,1.0,1.3134538249578327,1.2726553499232978,0.6629538249578327,0.6221553499232978,0,8
s01,2026-06-02,all_vowels,ㅣ,4,1.0,1.0551458000554703,1.0273672000039369,0.9051458000554703,0.8773672000039369,0,8
s01,2026-06-02,syllable_top50,가,1,1.0,1.683086900040507,1.683086900040507,0.8816869000405073,0.8816869000405073,0,9
s01,2026-06-02,syllable_top50,개,1,0.0,1.805553400190547,1.805553400190547,0.703653400190547,0.703653400190547,1,9
s01,2026-06-02,syllable_top50,것,1,1.0,2.403227600036189,2.403227600036189,1.201227600036189,1.201227600036189,0,9
s01,2026-06-02,syllable_top50,경,1,1.0,1.3352089999243617,1.3352089999243617,0.0,0.0,0,9
