subject_id,session_id,condition_index,condition_name,condition_type,condition_score,n_learning_trials,criterion_reached,trials_to_criterion,time_to_criterion_sec,global_trial_at_criterion,early18_accuracy,final18_accuracy,final27_accuracy,learning_accuracy_all,learning_rt_mean_correct,learning_rt_median_correct,n_retention_trials,retention_accuracy,retention_rt_mean_correct
1,20260602_183742,1,C1_PhoneLike,High-schema,8,37,1,37,160.34557819366455,37,0.7777777777777778,0.9444444444444444,0.9259259259259259,0.8648648648648649,1.559475709371327,1.264534950023517,18,1.0,1.1854601277736947
1,20260602_183742,2,C6_LowB,Low-order,1,75,1,75,349.78658294677734,130,0.05555555555555555,1.0,0.9259259259259259,0.5866666666666667,1.635993975002996,1.311405999935232,18,1.0,2.0130651500334755
1,20260602_183742,3,C2_KeyboardLike,High-schema,8,45,1,45,189.3143458366394,193,0.4444444444444444,1.0,0.9259259259259259,0.7333333333333333,1.6842555363563765,1.504767700098455,18,1.0,1.3212338055535737
1,20260602_183742,4,C5_LowA,Low-order,1,61,1,61,273.73831582069397,272,0.16666666666666666,0.9444444444444444,0.9259259259259259,0.5901639344262295,1.983410205582105,1.4779932500096038,18,1.0,1.492798011116166
1,20260602_183742,5,C3_MediumA,Medium-order,4,43,1,43,201.0670187473297,333,0.3888888888888889,1.0,0.9259259259259259,0.6976744186046512,1.6551310100204621,1.2086663000518456,18,1.0,2.2022799833470748
1,20260602_183742,6,C4_MediumB,Medium-order,4,54,1,54,253.05408811569214,405,0.3888888888888889,1.0,0.9259259259259259,0.6666666666666666,2.0911050889020166,1.703516050009057,18,1.0,1.580053083365783
